x;name;pclass;sex;age;survived;SexCode
853;Harknett, Miss. Alice Phoebe;3;female;;0;1
854;Harmer, Mr. Abraham (David Lishin);3;male;25;0;0
855;Hart, Mr. Henry;3;male;;0;0
856;Hassan, Mr. Houssein G N;3;male;11;0;0
857;"Healy, Miss. Hanora ""Nora""";3;female;;1;1
858;Hedman, Mr. Oskar Arvid;3;male;27;1;0
859;Hee, Mr. Ling;3;male;;1;0
860;"Hegarty, Miss. Hanora ""Nora""";3;female;18;0;1
861;Heikkinen, Miss. Laina;3;female;26;1;1
862;Heininen, Miss. Wendla Maria;3;female;23;0;1
863;Hellstrom, Miss. Hilda Maria;3;female;22;1;1
864;Hendekovic, Mr. Ignjac;3;male;28;0;0
865;Henriksson, Miss. Jenny Lovisa;3;female;28;0;1
866;Henry, Miss. Delia;3;female;;0;1
867;Hirvonen, Miss. Hildur E;3;female;2;1;1
868;Hirvonen, Mrs. Alexander (Helga E Lindqvist);3;female;22;1;1
869;Holm, Mr. John Fredrik Alexander;3;male;43;0;0
870;Holthen, Mr. Johan Martin;3;male;28;0;0
871;Honkanen, Miss. Eliina;3;female;27;1;1
872;Horgan, Mr. John;3;male;;0;0
873;Howard, Miss. May Elizabeth;3;female;;1;1
874;Humblen, Mr. Adolf Mathias Nicolai Olsen;3;male;42;0;0
875;Hyman, Mr. Abraham;3;male;;1;0
876;Ibrahim Shawah, Mr. Yousseff;3;male;30;0;0
877;Ilieff, Mr. Ylio;3;male;;0;0
878;Ilmakangas, Miss. Ida Livija;3;female;27;0;1
879;Ilmakangas, Miss. Pieta Sofia;3;female;25;0;1
880;Ivanoff, Mr. Kanio;3;male;;0;0
881;Jalsevac, Mr. Ivan;3;male;29;1;0
882;Jansson, Mr. Carl Olof;3;male;21;1;0
883;Jardin, Mr. Jose Neto;3;male;;0;0
884;Jensen, Mr. Hans Peder;3;male;20;0;0
885;Jensen, Mr. Niels Peder;3;male;48;0;0
886;Jensen, Mr. Svend Lauritz;3;male;17;0;0
887;Jermyn, Miss. Annie;3;female;;1;1
888;Johannesen-Bratthammer, Mr. Bernt;3;male;;1;0
889;Johanson, Mr. Jakob Alfred;3;male;34;0;0
890;Johansson Palmquist, Mr. Oskar Leander;3;male;26;1;0
891;Johansson, Mr. Erik;3;male;22;0;0
892;Johansson, Mr. Gustaf Joel;3;male;33;0;0
893;Johansson, Mr. Karl Johan;3;male;31;0;0
894;Johansson, Mr. Nils;3;male;29;0;0
895;Johnson, Master. Harold Theodor;3;male;4;1;0
896;Johnson, Miss. Eleanor Ileen;3;female;1;1;1
897;Johnson, Mr. Alfred;3;male;49;0;0
898;Johnson, Mr. Malkolm Joackim;3;male;33;0;0
899;Johnson, Mr. William Cahoone Jr;3;male;19;0;0
900;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);3;female;27;1;1
901;"Johnston, Master. William Arthur ""Willie""";3;male;;0;0
902;"Johnston, Miss. Catherine Helen ""Carrie""";3;female;;0;1
903;Johnston, Mr. Andrew G;3;male;;0;0
904;"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)";3;female;;0;1
905;Jonkoff, Mr. Lalio;3;male;23;0;0
906;Jonsson, Mr. Carl;3;male;32;1;0
907;Jonsson, Mr. Nils Hilding;3;male;27;0;0
908;Jussila, Miss. Katriina;3;female;20;0;1
909;Jussila, Miss. Mari Aina;3;female;21;0;1
910;Jussila, Mr. Eiriik;3;male;32;1;0
911;Kallio, Mr. Nikolai Erland;3;male;17;0;0
912;Kalvik, Mr. Johannes Halvorsen;3;male;21;0;0
913;Karaic, Mr. Milan;3;male;30;0;0
914;Karlsson, Mr. Einar Gervasius;3;male;21;1;0
915;Karlsson, Mr. Julius Konrad Eugen;3;male;33;0;0
916;Karlsson, Mr. Nils August;3;male;22;0;0
917;Karun, Miss. Manca;3;female;4;1;1
918;Karun, Mr. Franz;3;male;39;1;0
919;Kassem, Mr. Fared;3;male;;0;0
920;"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")";3;male;18.5;0;0
921;"Keane, Mr. Andrew ""Andy""";3;male;;0;0
922;Keefe, Mr. Arthur;3;male;;0;0
923;"Kelly, Miss. Anna Katherine ""Annie Kate""";3;female;;1;1
924;Kelly, Miss. Mary;3;female;;1;1
925;Kelly, Mr. James;3;male;34.5;0;0
926;Kelly, Mr. James;3;male;44;0;0
927;Kennedy, Mr. John;3;male;;1;0
928;Khalil, Mr. Betros;3;male;;0;0
929;"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)";3;female;;0;1
930;Kiernan, Mr. John;3;male;;0;0
931;Kiernan, Mr. Philip;3;male;;0;0
932;Kilgannon, Mr. Thomas J;3;male;;0;0
933;Kink, Miss. Maria;3;female;22;0;1
934;Kink, Mr. Vincenz;3;male;26;0;0
935;Kink-Heilmann, Miss. Luise Gretchen;3;female;4;1;1
936;Kink-Heilmann, Mr. Anton;3;male;29;1;0
937;Kink-Heilmann, Mrs. Anton (Luise Heilmann);3;female;26;1;1
938;Klasen, Miss. Gertrud Emilia;3;female;1;0;1
939;Klasen, Mr. Klas Albin;3;male;18;0;0
940;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);3;female;36;0;1
941;Kraeff, Mr. Theodor;3;male;;0;0
942;Krekorian, Mr. Neshan;3;male;25;1;0
943;Lahoud, Mr. Sarkis;3;male;;0;0
944;Laitinen, Miss. Kristina Sofia;3;female;37;0;1
945;Laleff, Mr. Kristo;3;male;;0;0
946;Lam, Mr. Ali;3;male;;1;0
947;Lam, Mr. Len;3;male;;0;0
948;Landergren, Miss. Aurora Adelia;3;female;22;1;1
949;Lane, Mr. Patrick;3;male;;0;0
950;Lang, Mr. Fang;3;male;26;1;0
951;Larsson, Mr. August Viktor;3;male;29;0;0
952;Larsson, Mr. Bengt Edvin;3;male;29;0;0
953;Larsson-Rondberg, Mr. Edvard A;3;male;22;0;0
954;"Leeni, Mr. Fahim (""Philip Zenni"")";3;male;22;1;0
955;Lefebre, Master. Henry Forbes;3;male;;0;0
956;Lefebre, Miss. Ida;3;female;;0;1
957;Lefebre, Miss. Jeannie;3;female;;0;1
958;Lefebre, Miss. Mathilde;3;female;;0;1
959;Lefebre, Mrs. Frank (Frances);3;female;;0;1
960;Leinonen, Mr. Antti Gustaf;3;male;32;0;0
961;Lemberopolous, Mr. Peter L;3;male;34.5;0;0
962;Lennon, Miss. Mary;3;female;;0;1
963;Lennon, Mr. Denis;3;male;;0;0
964;Leonard, Mr. Lionel;3;male;36;0;0
965;Lester, Mr. James;3;male;39;0;0
966;Lievens, Mr. Rene Aime;3;male;24;0;0
967;Lindahl, Miss. Agda Thorilda Viktoria;3;female;25;0;1
968;Lindblom, Miss. Augusta Charlotta;3;female;45;0;1
969;Lindell, Mr. Edvard Bengtsson;3;male;36;0;0
970;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);3;female;30;0;1
971;Lindqvist, Mr. Eino William;3;male;20;1;0
972;Linehan, Mr. Michael;3;male;;0;0
973;Ling, Mr. Lee;3;male;28;0;0
974;Lithman, Mr. Simon;3;male;;0;0
975;Lobb, Mr. William Arthur;3;male;30;0;0
976;Lobb, Mrs. William Arthur (Cordelia K Stanlick);3;female;26;0;1
977;Lockyer, Mr. Edward;3;male;;0;0
978;"Lovell, Mr. John Hall (""Henry"")";3;male;20.5;0;0
979;Lulic, Mr. Nikola;3;male;27;1;0
980;Lundahl, Mr. Johan Svensson;3;male;51;0;0
981;Lundin, Miss. Olga Elida;3;female;23;1;1
982;Lundstrom, Mr. Thure Edvin;3;male;32;1;0
983;Lyntakoff, Mr. Stanko;3;male;;0;0
984;MacKay, Mr. George William;3;male;;0;0
985;"Madigan, Miss. Margaret ""Maggie""";3;female;;1;1
986;Madsen, Mr. Fridtjof Arne;3;male;24;1;0
987;Maenpaa, Mr. Matti Alexanteri;3;male;22;0;0
988;Mahon, Miss. Bridget Delia;3;female;;0;1
989;Mahon, Mr. John;3;male;;0;0
990;Maisner, Mr. Simon;3;male;;0;0
991;Makinen, Mr. Kalle Edvard;3;male;29;0;0
992;Mamee, Mr. Hanna;3;male;;1;0
993;Mangan, Miss. Mary;3;female;30.5;0;1
994;Mannion, Miss. Margareth;3;female;;1;1
995;Mardirosian, Mr. Sarkis;3;male;;0;0
996;Markoff, Mr. Marin;3;male;35;0;0
997;Markun, Mr. Johann;3;male;33;0;0
998;Masselmani, Mrs. Fatima;3;female;;1;1
999;Matinoff, Mr. Nicola;3;male;;0;0
1000;"McCarthy, Miss. Catherine ""Katie""";3;female;;1;1
1001;McCormack, Mr. Thomas Joseph;3;male;;1;0
1002;McCoy, Miss. Agnes;3;female;;1;1
1003;McCoy, Miss. Alicia;3;female;;1;1
1004;McCoy, Mr. Bernard;3;male;;1;0
1005;McDermott, Miss. Brigdet Delia;3;female;;1;1
1006;McEvoy, Mr. Michael;3;male;;0;0
1007;McGovern, Miss. Mary;3;female;;1;1
1008;"McGowan, Miss. Anna ""Annie""";3;female;15;1;1
1009;McGowan, Miss. Katherine;3;female;35;0;1
1010;McMahon, Mr. Martin;3;male;;0;0
1011;McNamee, Mr. Neal;3;male;24;0;0
1012;McNamee, Mrs. Neal (Eileen O'Leary);3;female;19;0;1
1013;McNeill, Miss. Bridget;3;female;;0;1
1014;Meanwell, Miss. (Marion Ogden);3;female;;0;1
1015;Meek, Mrs. Thomas (Annie Louise Rowley);3;female;;0;1
1016;Meo, Mr. Alfonzo;3;male;55.5;0;0
1017;Mernagh, Mr. Robert;3;male;;0;0
1018;Midtsjo, Mr. Karl Albert;3;male;21;1;0
1019;Miles, Mr. Frank;3;male;;0;0
1020;Mineff, Mr. Ivan;3;male;24;0;0
1021;Minkoff, Mr. Lazar;3;male;21;0;0
1022;Mionoff, Mr. Stoytcho;3;male;28;0;0
1023;Mitkoff, Mr. Mito;3;male;;0;0
1024;"Mockler, Miss. Helen Mary ""Ellie""";3;female;;1;1
1025;Moen, Mr. Sigurd Hansen;3;male;25;0;0
1026;Moor, Master. Meier;3;male;6;1;0
1027;Moor, Mrs. (Beila);3;female;27;1;1
1028;Moore, Mr. Leonard Charles;3;male;;0;0
1029;Moran, Miss. Bertha;3;female;;1;1
1030;Moran, Mr. Daniel J;3;male;;0;0
1031;Moran, Mr. James;3;male;;0;0
1032;Morley, Mr. William;3;male;34;0;0
1033;Morrow, Mr. Thomas Rowan;3;male;;0;0
1034;Moss, Mr. Albert Johan;3;male;;1;0
1035;Moubarek, Master. Gerios;3;male;;1;0
1036;"Moubarek, Master. Halim Gonios (""William George"")";3;male;;1;0
1037;"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)";3;female;;1;1
1038;Moussa, Mrs. (Mantoura Boulos);3;female;;1;1
1039;Moutal, Mr. Rahamin Haim;3;male;;0;0
1040;"Mullens, Miss. Katherine ""Katie""";3;female;;1;1
1041;Mulvihill, Miss. Bertha E;3;female;24;1;1
1042;Murdlin, Mr. Joseph;3;male;;0;0
1043;"Murphy, Miss. Katherine ""Kate""";3;female;;1;1
1044;Murphy, Miss. Margaret Jane;3;female;;1;1
1045;Murphy, Miss. Nora;3;female;;1;1
1046;Myhrman, Mr. Pehr Fabian Oliver Malkolm;3;male;18;0;0
1047;Naidenoff, Mr. Penko;3;male;22;0;0
1048;"Najib, Miss. Adele Kiamie ""Jane""";3;female;15;1;1
1049;"Nakid, Miss. Maria (""Mary"")";3;female;1;1;1
1050;Nakid, Mr. Sahid;3;male;20;1;0
1051;"Nakid, Mrs. Said (Waika ""Mary"" Mowad)";3;female;19;1;1
1052;Nancarrow, Mr. William Henry;3;male;33;0;0
1053;Nankoff, Mr. Minko;3;male;;0;0
1054;Nasr, Mr. Mustafa;3;male;;0;0
1055;Naughton, Miss. Hannah;3;female;;0;1
1056;Nenkoff, Mr. Christo;3;male;;0;0
1057;Nicola-Yarred, Master. Elias;3;male;12;1;0
1058;Nicola-Yarred, Miss. Jamila;3;female;14;1;1
1059;Nieminen, Miss. Manta Josefina;3;female;29;0;1
1060;Niklasson, Mr. Samuel;3;male;28;0;0
1061;Nilsson, Miss. Berta Olivia;3;female;18;1;1
1062;Nilsson, Miss. Helmina Josefina;3;female;26;1;1
1063;Nilsson, Mr. August Ferdinand;3;male;21;0;0
1064;Nirva, Mr. Iisakki Antino Aijo;3;male;41;0;0
1065;Niskanen, Mr. Juha;3;male;39;1;0
1066;Nosworthy, Mr. Richard Cater;3;male;21;0;0
1067;Novel, Mr. Mansouer;3;male;28.5;0;0
1068;Nysten, Miss. Anna Sofia;3;female;22;1;1
1069;Nysveen, Mr. Johan Hansen;3;male;61;0;0
1070;O'Brien, Mr. Thomas;3;male;;0;0
1071;O'Brien, Mr. Timothy;3;male;;0;0
1072;"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)";3;female;;1;1
1073;O'Connell, Mr. Patrick D;3;male;;0;0
1074;O'Connor, Mr. Maurice;3;male;;0;0
1075;O'Connor, Mr. Patrick;3;male;;0;0
1076;Odahl, Mr. Nils Martin;3;male;23;0;0
1077;O'Donoghue, Ms. Bridget;3;female;;0;1
1078;O'Driscoll, Miss. Bridget;3;female;;1;1
1079;"O'Dwyer, Miss. Ellen ""Nellie""";3;female;;1;1
1080;Ohman, Miss. Velin;3;female;22;1;1
1081;O'Keefe, Mr. Patrick;3;male;;1;0
1082;"O'Leary, Miss. Hanora ""Norah""";3;female;;1;1
1083;Olsen, Master. Artur Karl;3;male;9;1;0
1084;Olsen, Mr. Henry Margido;3;male;28;0;0
1085;Olsen, Mr. Karl Siegwart Andreas;3;male;42;0;0
1086;Olsen, Mr. Ole Martin;3;male;;0;0
1087;Olsson, Miss. Elina;3;female;31;0;1
1088;Olsson, Mr. Nils Johan Goransson;3;male;28;0;0
1089;Olsson, Mr. Oscar Wilhelm;3;male;32;1;0
1090;Olsvigen, Mr. Thor Anderson;3;male;20;0;0
1091;Oreskovic, Miss. Jelka;3;female;23;0;1
1092;Oreskovic, Miss. Marija;3;female;20;0;1
1093;Oreskovic, Mr. Luka;3;male;20;0;0
1094;Osen, Mr. Olaf Elon;3;male;16;0;0
1095;Osman, Mrs. Mara;3;female;31;1;1
1096;O'Sullivan, Miss. Bridget Mary;3;female;;0;1
1097;Palsson, Master. Gosta Leonard;3;male;2;0;0
1098;Palsson, Master. Paul Folke;3;male;6;0;0
1099;Palsson, Miss. Stina Viola;3;female;3;0;1
1100;Palsson, Miss. Torborg Danira;3;female;8;0;1
1101;Palsson, Mrs. Nils (Alma Cornelia Berglund);3;female;29;0;1
1102;Panula, Master. Eino Viljami;3;male;1;0;0
1103;Panula, Master. Juha Niilo;3;male;7;0;0
1104;Panula, Master. Urho Abraham;3;male;2;0;0
1105;Panula, Mr. Ernesti Arvid;3;male;16;0;0
1106;Panula, Mr. Jaako Arnold;3;male;14;0;0
1107;Panula, Mrs. Juha (Maria Emilia Ojala);3;female;41;0;1
1108;Pasic, Mr. Jakob;3;male;21;0;0
1109;Patchett, Mr. George;3;male;19;0;0
1110;Paulner, Mr. Uscher;3;male;;0;0
1111;Pavlovic, Mr. Stefo;3;male;32;0;0
1112;Peacock, Master. Alfred Edward;3;male;0.75;0;0
1113;Peacock, Miss. Treasteall;3;female;3;0;1
1114;Peacock, Mrs. Benjamin (Edith Nile);3;female;26;0;1
1115;Pearce, Mr. Ernest;3;male;;0;0
1116;Pedersen, Mr. Olaf;3;male;;0;0
1117;Peduzzi, Mr. Joseph;3;male;;0;0
1118;Pekoniemi, Mr. Edvard;3;male;21;0;0
1119;Peltomaki, Mr. Nikolai Johannes;3;male;25;0;0
1120;Perkin, Mr. John Henry;3;male;22;0;0
1121;Persson, Mr. Ernst Ulrik;3;male;25;1;0
1122;Peter, Master. Michael J;3;male;;1;0
1123;Peter, Miss. Anna;3;female;;1;1
1124;Peter, Mrs. Catherine (Catherine Rizk);3;female;;1;1
1125;Peters, Miss. Katie;3;female;;0;1
1126;Petersen, Mr. Marius;3;male;24;0;0
1127;Petranec, Miss. Matilda;3;female;28;0;1
1128;Petroff, Mr. Nedelio;3;male;19;0;0
1129;"Petroff, Mr. Pastcho (""Pentcho"")";3;male;;0;0
1130;Petterson, Mr. Johan Emil;3;male;25;0;0
1131;Pettersson, Miss. Ellen Natalia;3;female;18;0;1
1132;Pickard, Mr. Berk (Berk Trembisky);3;male;32;1;0
1133;Plotcharsky, Mr. Vasil;3;male;;0;0
1134;Pokrnic, Mr. Mate;3;male;17;0;0
1135;Pokrnic, Mr. Tome;3;male;24;0;0
1136;Radeff, Mr. Alexander;3;male;;0;0
1137;Rasmussen, Mrs. (Lena Jacobsen Solvang);3;female;;0;1
1138;Razi, Mr. Raihed;3;male;;0;0
1139;Reed, Mr. James George;3;male;;0;0
1140;Rekic, Mr. Tido;3;male;38;0;0
1141;Reynolds, Mr. Harold J;3;male;21;0;0
1142;Rice, Master. Albert;3;male;10;0;0
1143;Rice, Master. Arthur;3;male;4;0;0
1144;Rice, Master. Eric;3;male;7;0;0
1145;Rice, Master. Eugene;3;male;2;0;0
1146;Rice, Master. George Hugh;3;male;8;0;0
1147;Rice, Mrs. William (Margaret Norton);3;female;39;0;1
1148;"Riihivouri, Miss. Susanna Juhantytar ""Sanni""";3;female;22;0;1
1149;Rintamaki, Mr. Matti;3;male;35;0;0
1150;"Riordan, Miss. Johanna ""Hannah""";3;female;;1;1
1151;Risien, Mr. Samuel Beard;3;male;;0;0
1152;Risien, Mrs. Samuel (Emma);3;female;;0;1
1153;Robins, Mr. Alexander A;3;male;50;0;0
1154;Robins, Mrs. Alexander A (Grace Charity Laury);3;female;47;0;1
1155;Rogers, Mr. William John;3;male;;0;0
1156;Rommetvedt, Mr. Knud Paust;3;male;;0;0
1157;Rosblom, Miss. Salli Helena;3;female;2;0;1
1158;Rosblom, Mr. Viktor Richard;3;male;18;0;0
1159;Rosblom, Mrs. Viktor (Helena Wilhelmina);3;female;41;0;1
1160;Roth, Miss. Sarah A;3;female;;1;1
1161;Rouse, Mr. Richard Henry;3;male;50;0;0
1162;Rush, Mr. Alfred George John;3;male;16;0;0
1163;Ryan, Mr. Edward;3;male;;1;0
1164;Ryan, Mr. Patrick;3;male;;0;0
1165;Saad, Mr. Amin;3;male;;0;0
1166;Saad, Mr. Khalil;3;male;25;0;0
1167;Saade, Mr. Jean Nassr;3;male;;0;0
1168;Sadlier, Mr. Matthew;3;male;;0;0
1169;Sadowitz, Mr. Harry;3;male;;0;0
1170;Saether, Mr. Simon Sivertsen;3;male;38.5;0;0
1171;Sage, Master. Thomas Henry;3;male;;0;0
1172;Sage, Master. William Henry;3;male;14.5;0;0
1173;Sage, Miss. Ada;3;female;;0;1
1174;Sage, Miss. Constance Gladys;3;female;;0;1
1175;"Sage, Miss. Dorothy Edith ""Dolly""";3;female;;0;1
1176;Sage, Miss. Stella Anna;3;female;;0;1
1177;Sage, Mr. Douglas Bullen;3;male;;0;0
1178;Sage, Mr. Frederick;3;male;;0;0
1179;Sage, Mr. George John Jr;3;male;;0;0
1180;Sage, Mr. John George;3;male;;0;0
1181;Sage, Mrs. John (Annie Bullen);3;female;;0;1
1182;Salander, Mr. Karl Johan;3;male;24;0;0
1183;Salkjelsvik, Miss. Anna Kristine;3;female;21;1;1
1184;Salonen, Mr. Johan Werner;3;male;39;0;0
1185;Samaan, Mr. Elias;3;male;;0;0
1186;Samaan, Mr. Hanna;3;male;;0;0
1187;Samaan, Mr. Youssef;3;male;;0;0
1188;Sandstrom, Miss. Beatrice Irene;3;female;1;1;1
1189;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);3;female;24;1;1
1190;Sandstrom, Miss. Marguerite Rut;3;female;4;1;1
1191;Sap, Mr. Julius;3;male;25;1;0
1192;Saundercock, Mr. William Henry;3;male;20;0;0
1193;Sawyer, Mr. Frederick Charles;3;male;24.5;0;0
1194;Scanlan, Mr. James;3;male;;0;0
1195;Sdycoff, Mr. Todor;3;male;;0;0
1196;Shaughnessy, Mr. Patrick;3;male;;0;0
1197;Sheerlinck, Mr. Jan Baptist;3;male;29;1;0
1198;Shellard, Mr. Frederick William;3;male;;0;0
1199;Shine, Miss. Ellen Natalia;3;female;;1;1
1200;Shorney, Mr. Charles Joseph;3;male;;0;0
1201;Simmons, Mr. John;3;male;;0;0
1202;Sirayanian, Mr. Orsen;3;male;22;0;0
1203;Sirota, Mr. Maurice;3;male;;0;0
1204;Sivic, Mr. Husein;3;male;40;0;0
1205;Sivola, Mr. Antti Wilhelm;3;male;21;0;0
1206;Sjoblom, Miss. Anna Sofia;3;female;18;1;1
1207;Skoog, Master. Harald;3;male;4;0;0
1208;Skoog, Master. Karl Thorsten;3;male;10;0;0
1209;Skoog, Miss. Mabel;3;female;9;0;1
1210;Skoog, Miss. Margit Elizabeth;3;female;2;0;1
1211;Skoog, Mr. Wilhelm;3;male;40;0;0
1212;Skoog, Mrs. William (Anna Bernhardina Karlsson);3;female;45;0;1
1213;Slabenoff, Mr. Petco;3;male;;0;0
1214;Slocovski, Mr. Selman Francis;3;male;;0;0
1215;Smiljanic, Mr. Mile;3;male;;0;0
1216;Smith, Mr. Thomas;3;male;;0;0
1217;Smyth, Miss. Julia;3;female;;1;1
1218;Soholt, Mr. Peter Andreas Lauritz Andersen;3;male;19;0;0
1219;Somerton, Mr. Francis William;3;male;30;0;0
1220;Spector, Mr. Woolf;3;male;;0;0
1221;Spinner, Mr. Henry John;3;male;32;0;0
1222;Staneff, Mr. Ivan;3;male;;0;0
1223;Stankovic, Mr. Ivan;3;male;33;0;0
1224;Stanley, Miss. Amy Zillah Elsie;3;female;23;1;1
1225;Stanley, Mr. Edward Roland;3;male;21;0;0
1226;Storey, Mr. Thomas;3;male;60.5;0;0
1227;Stoytcheff, Mr. Ilia;3;male;19;0;0
1228;Strandberg, Miss. Ida Sofia;3;female;22;0;1
1229;Stranden, Mr. Juho;3;male;31;1;0
1230;Strilic, Mr. Ivan;3;male;27;0;0
1231;Strom, Miss. Telma Matilda;3;female;2;0;1
1232;Strom, Mrs. Wilhelm (Elna Matilda Persson);3;female;29;0;1
1233;Sunderland, Mr. Victor Francis;3;male;16;1;0
1234;Sundman, Mr. Johan Julian;3;male;44;1;0
1235;Sutehall, Mr. Henry Jr;3;male;25;0;0
1236;Svensson, Mr. Johan;3;male;74;0;0
1237;Svensson, Mr. Johan Cervin;3;male;14;1;0
1238;Svensson, Mr. Olof;3;male;24;0;0
1239;Tenglin, Mr. Gunnar Isidor;3;male;25;1;0
1240;Theobald, Mr. Thomas Leonard;3;male;34;0;0
1241;Thomas, Master. Assad Alexander;3;male;0.4167;1;0
1242;Thomas, Mr. Charles P;3;male;;0;0
1243;Thomas, Mr. John;3;male;;0;0
1244;Thomas, Mr. Tannous;3;male;;0;0
1245;"Thomas, Mrs. Alexander (Thamine ""Thelma"")";3;female;16;1;1
1246;Thomson, Mr. Alexander Morrison;3;male;;0;0
1247;Thorneycroft, Mr. Percival;3;male;;0;0
1248;Thorneycroft, Mrs. Percival (Florence Kate White);3;female;;1;1
1249;Tikkanen, Mr. Juho;3;male;32;0;0
1250;Tobin, Mr. Roger;3;male;;0;0
1251;Todoroff, Mr. Lalio;3;male;;0;0
1252;Tomlin, Mr. Ernest Portage;3;male;30.5;0;0
1253;Torber, Mr. Ernst William;3;male;44;0;0
1254;Torfa, Mr. Assad;3;male;;0;0
1255;Tornquist, Mr. William Henry;3;male;25;1;0
1256;Toufik, Mr. Nakli;3;male;;0;0
1257;Touma, Master. Georges Youssef;3;male;7;1;0
1258;Touma, Miss. Maria Youssef;3;female;9;1;1
1259;Touma, Mrs. Darwis (Hanne Youssef Razi);3;female;29;1;1
1260;Turcin, Mr. Stjepan;3;male;36;0;0
1261;Turja, Miss. Anna Sofia;3;female;18;1;1
1262;Turkula, Mrs. (Hedwig);3;female;63;1;1
1263;van Billiard, Master. James William;3;male;;0;0
1264;van Billiard, Master. Walter John;3;male;11.5;0;0
1265;van Billiard, Mr. Austin Blyler;3;male;40.5;0;0
1266;Van Impe, Miss. Catharina;3;female;10;0;1
1267;Van Impe, Mr. Jean Baptiste;3;male;36;0;0
1268;Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert);3;female;30;0;1
1269;van Melkebeke, Mr. Philemon;3;male;;0;0
1270;Vande Velde, Mr. Johannes Joseph;3;male;33;0;0
1271;Vande Walle, Mr. Nestor Cyriel;3;male;28;0;0
1272;Vanden Steen, Mr. Leo Peter;3;male;28;0;0
1273;Vander Cruyssen, Mr. Victor;3;male;47;0;0
1274;Vander Planke, Miss. Augusta Maria;3;female;18;0;1
1275;Vander Planke, Mr. Julius;3;male;31;0;0
1276;Vander Planke, Mr. Leo Edmondus;3;male;16;0;0
1277;Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele);3;female;31;0;1
1278;Vartanian, Mr. David;3;male;22;1;0
1279;Vendel, Mr. Olof Edvin;3;male;20;0;0
1280;Vestrom, Miss. Hulda Amanda Adolfina;3;female;14;0;1
1281;Vovk, Mr. Janko;3;male;22;0;0
1282;Waelens, Mr. Achille;3;male;22;0;0
1283;Ware, Mr. Frederick;3;male;;0;0
1284;Warren, Mr. Charles William;3;male;;0;0
1285;Webber, Mr. James;3;male;;0;0
1286;Wenzel, Mr. Linhart;3;male;32.5;0;0
1287;Whabee, Mrs. George Joseph (Shawneene Abi-Saab);3;female;38;1;1
1288;Widegren, Mr. Carl/Charles Peter;3;male;51;0;0
1289;Wiklund, Mr. Jakob Alfred;3;male;18;0;0
1290;Wiklund, Mr. Karl Johan;3;male;21;0;0
1291;Wilkes, Mrs. James (Ellen Needs);3;female;47;1;1
1292;"Willer, Mr. Aaron (""Abi Weller"")";3;male;;0;0
1293;Willey, Mr. Edward;3;male;;0;0
1294;"Williams, Mr. Howard Hugh ""Harry""";3;male;;0;0
1295;Williams, Mr. Leslie;3;male;28.5;0;0
1296;Windelov, Mr. Einar;3;male;21;0;0
1297;Wirz, Mr. Albert;3;male;27;0;0
1298;Wiseman, Mr. Phillippe;3;male;;0;0
1299;Wittevrongel, Mr. Camille;3;male;36;0;0
1300;Yasbeck, Mr. Antoni;3;male;27;0;0
1301;Yasbeck, Mrs. Antoni (Selini Alexander);3;female;15;1;1
1302;Youseff, Mr. Gerious;3;male;45.5;0;0
1303;Yousif, Mr. Wazli;3;male;;0;0
1304;Yousseff, Mr. Gerious;3;male;;0;0
1305;Zabour, Miss. Hileni;3;female;14.5;0;1
1306;Zabour, Miss. Thamine;3;female;;0;1
1307;Zakarian, Mr. Mapriededer;3;male;26.5;0;0
1308;Zakarian, Mr. Ortin;3;male;27;0;0
1309;Zimmerman, Mr. Leo;3;male;29;0;0
;;;;;;
